mcc,mnc,dial_no,apn,user,password,carrier,authtype,protocol,roaming_protocol,type
424,3, ,du, , ,Du internet, , , ,"default,supl"
424,3, ,du, , ,Du MMS,1, , ,mms
424,3, ,du, , ,Du WAP, , , ,"default,supl"
424,3, ,du, , ,du, , , ,"default,supl,mms"
425,1, ,uwap.orange.co.il, , ,3G Portal, , , ,"default,mms"
425,1, ,uwap.orange.co.il, , ,3G Portal, , , ,"default,supl"
425,1, ,uwap.orange.co.il, , ,MMS 3G, , , ,mms
425,1, ,modem.orange.net.il, , ,Internet 3G, , , ,"default,supl"
425,1, ,internet,orange,orange,Orange IL, , , ,"default,supl"
425,1, ,wap.orange.co.il, , ,Orange IL MMS, , , ,mms
425,1, ,Internet, ,Internet,Vodafone MT, , , ,"default,supl"
425,2, ,internetg, , ,Cellcom 3G, , , ,"default,supl"
425,2, ,MMS, , ,Cellcom MMS, , , ,mms
425,2, ,sphone, , ,CellCOM, , , ,"default,supl"
425,2, ,mms, , ,CellCOM MMS, , , ,mms
425,3, ,sphone.pelephone.net.il,pcl@3g,pcl,Sphone Pelephone, , , ,"default,supl"
425,3, ,mms.pelephone.net.il,pcl@3g,pcl,Multimedia Pelephone, , , ,mms
425,3, ,internet.pelephone.net.il,pcl@3g,pcl,Pelephone, , , ,"default,supl"
425,3, ,mms.pelephone.net.il,pcl@3g,pcl,Pelephone MMS, , , ,mms
425,3, ,internet.rl,rl@3g,rl,Rami Levy, , , ,"default,supl"
425,3, ,internet.rl,rl@3g,rl,Rami Levey MMS, , , ,mms
425,3, ,org.pelephone.net.il,pcl@rsingle,pcl,Pelephone Internet Static, , , ,"default,supl"
425,3, ,internet.pelephone.net.il,pcl@3g,pcl,Pelephone, , , ,"default,supl"
425,3, ,mms.pelephone.net.il,pcl@3g,pcl,Pelephone MMS, , , ,mms
425,5, ,internet, , ,Jawwal Internet, , , ,"default,supl"
425,5, ,wap, , ,Jawwal WAP, , , ,"default,supl"
425,5, ,mms, , ,Jawwal MMS, , , ,mms
425,7, ,net.hotm, , ,Hot Mobile, , , ,"default,supl"
425,7, ,mms.hotm, , ,Hot Mobile MMS, , , ,mms
425,8, ,internet.golantelecom.net.il, , ,Golan Telecom,0, , ,"default,supl"
425,8, ,mms.golantelecom.net.il, , ,Golan Telecom MMS,0, , ,mms
425,14, ,data.youphone.co.il, , ,YouPhone 3G, , , ,"default,supl,mms"
426,1, ,internet.batelco.com, , ,Internet, , , ,"default,supl"
426,1, ,wap.batelco.com,wap,wap,batelco WAP, , , ,"default,supl"
426,1, ,mms.batelco.com, , ,batelco MMS, , , ,mms
426,1, ,internet.batelco.com,internet,internet,BATELCO BH, , , ,"default,supl"
426,1, ,mms.batelco.com,wap,wap,BATELCO BH MMS, , , ,mms
426,2, ,wap,wap,wap,Zain Wap, , , ,"default,supl"
426,2, ,internet,internet,internet,Zain Internet, , , ,"default,supl"
426,2, ,mms,mms,mms,Zain MMS, , , ,mms
426,2, ,internet,internet,internet,MTC Vodafone BH, , , ,"default,supl"
426,2, ,mms,mms,mms,MTC Vodafone BH MMS, , , ,mms
426,4, ,viva.bh, , ,VIVA GPRS, , , ,"default,supl"
426,4, ,vivawap.bh, , ,VIVA WAP, , , ,"default,supl"
426,4, ,vivawap.bh, , ,VIVA MMS, , , ,mms
426,4, ,viva.bh, , ,Viva BH, , , ,"default,supl"
426,4, ,vivawap.bh, , ,Viva BH MMS, , , ,mms
427,1, ,gprs.qtel, , ,Qtel gprs, , , ,"default,supl"
427,1, ,mms.qtel, , ,Qtel mms, , , ,mms
427,1, ,mms.qtel,mms,gprs,Q-tel MMS, , , ,mms
427,1, ,web.qtel,gprs,gprs,Q-tel, , , ,"default,supl"
427,2, ,vodafone.com.qa, , ,VFQ MMS,1, , ,*
427,2, ,web.vodafone.com.qa, , ,VFQ Internet,1, , ,"default,supl"
427,2, ,vodafone.com.qa, , ,WAP, , , ,"default,supl"
427,2, ,vodafone.com.qa, , ,Vodafone QA MMS, , , ,mms
427,2, ,web.vodafone.com.qa, , ,Vodafone QA, , , ,"default,supl"
429,1, ,ntwap, , ,GPRS APN, , , ,"default,supl"
429,1, ,ntnet, , ,WEB, , , ,"default,supl"
429,1, ,ntmms, , ,MMS, , , ,mms
429,1, ,ntnet, , ,Nepal Telecom Internet, , , ,"default,supl"
429,1, ,ntmms, , ,Nepal Telecom MMS, , , ,mms
429,2, ,web, , ,WEB, , , ,"default,supl"
429,2, ,mms, , ,MMS, , , ,mms
429,2, ,ntwap, , ,Nepal Telecom WAP, , , ,"default,supl"
429,2, ,web, , ,Ncell Internet, , , ,"default,supl"
429,2, ,mms, , ,Ncell MMS, , , ,mms
429,2, ,web, , ,Ncell WAP, , , ,"default,supl"
432,11, ,mcinet, , ,MCI-GPRS, , , ,"default,supl"
432,11, ,mcinet, , ,MCI-MMS, , , ,mms
432,35, ,mtnirancell, , ,Irancell-GPRS, , , ,"default,supl"
432,35, ,mtnirancell, , ,Irancell-MMS, , , ,mms
434,4, ,internet.beeline.uz,beeline,beeline,Beeline UZ, , , ,"default,supl"
434,4, ,mms.beeline.uz,beeline,beeline,Beeline UZ MMS, , , ,mms
434,5, ,internet, , ,Ucell Internet, , , ,"default,supl"
434,5, ,mms, , ,Ucell MMS, , , ,mms
434,7, ,net.mts.uz,mts,mts,MTS Internet,1, , ,"default,supl"
434,7, ,mms.mts.uz,mts,mts,MTS MMS,1, , ,mms
440,0, ,em.std,em,em,em.std, , , ,"default,supl"
440,10, ,dm.jplat.net,bmobile@tb,bmobile,b-mobile,3, , ,"default,supl"
440,10, ,lte.fenics.jp,nifty@lte.nifty.com,nifty,@nifty do LTE,3, , ,"default,supl"
440,10, ,vmobile.jp,bb@excite.co.jp,excite,BB.excite,3, , ,"default,supl"
440,10, ,biglobe.jp,user,0,BIGLOBE,2, , ,"default,supl"
440,10, ,vmobile.jp,dmm@dmm.com,dmm,DMM mobile,3, , ,"default,supl"
440,10, ,dream.jp,user@dream.jp,dti,DTI,2, , ,"default,supl"
440,10, ,iijmio.jp,mio@iij,iij,IIJmio/BIC SIM,3, , ,"default,supl"
440,10, ,mda.nifty.com,mda@nifty,nifty,NifMo,3, , ,"default,supl"
440,10, ,3g-d-2.ocn.ne.jp,mobileid@ocn,mobile,OCN 3G,2, , ,"default,supl"
440,10, ,lte-d.ocn.ne.jp,mobileid@ocn,mobile,OCN LTE,2, , ,"default,supl"
440,10, ,so-net.jp,nuro,nuro,So-net,2, , ,"default,supl"
440,10, ,umobile.jp,umobile@umobile.jp,umobile,U-mobile/freetel,3, , ,"default,supl"
440,10, ,bbnw.jp,user,0,Wi-Ho!,3, , ,"default,supl"
440,10, ,foma01.wi-gate.net,wg@sim,wg,WirelessGate 3G,3, , ,"default,supl"
440,10, ,xi01.wi-gate.net,wg@sim,wg,WirelessGate LTE,3, , ,"default,supl"
440,10, ,bmobile.ne.jp,bmobile@4g,bmobile,b-mobile 4g,3, , ,"default,supl"
440,10, ,bmobile.ne.jp,bmobile@aeon,bmobile,b-mobile aeon,3, , ,"default,supl"
440,10, ,bmobile.ne.jp,bmobile@am,bmobile,b-mobile am,3, , ,"default,supl"
440,10, ,bmobile.ne.jp,bmobile@fr,bmobile,b-mobile fr,3, , ,"default,supl"
440,10, ,bmobile.ne.jp,bmobile@pf,bmobile,b-mobile pf,3, , ,"default,supl"
440,10, ,bmobile.ne.jp,bmobile@spd,bmobile,b-mobile spd,3, , ,"default,supl"
440,10, ,bmobile.ne.jp,bmobile@u300,bmobile,b-mobile u300,3, , ,"default,supl"
440,10, ,bmobile.ne.jp,bmobile@xsim,bmobile,b-mobile xsim,3, , ,"default,supl"
440,10, ,bmobile.ne.jp,bmobile@zsim,bmobile,b-mobile zsim,3, , ,"default,supl"
440,10, ,vmobile.jp,lte@hi-ho,hi-ho,hi-ho,3, , ,"default,supl"
440,10, ,mopera.net, , ,mopera U, , , ,"default,supl"
440,10, ,mpr2.bizho.net, , ,mopera U Bizho, , , ,"default,supl"
440,10, ,open.mopera.net, , ,mopera U FF, , , ,"default,supl"
440,10, ,mopera.flat.foma.ne.jp, , ,mopera U Flat, , , ,"default,supl"
440,10, ,mpr.ex-pkt.net, , ,NTT Docomo(128k), , , ,"default,supl,mms"
440,10, ,spmode.ne.jp, , ,sp???, , , ,"default,supl"
440,10, ,dm.jplat.net,mobile@rakutenbb.jp,rakutenbb,?天???????,3, , ,"default,supl"
440,10, ,vdm.jp,rakuten@vdm,vrkt,?天????,3, , ,"default,supl"
440,20, ,plus.acs.jp,ym,ym,Y!mobile,2, , ,"default,supl,mms"
440,20, ,andoworld.softbank.ne.jp, , ,andoworld,2, , ,"default,supl,mms"
440,20, ,fourgsmartphone, , ,fourgsmartphone,2, , ,"default,supl,mms"
440,20, ,jpspir,sirobit,amstkoi,jpspir, , , ,"default,supl,mms"
440,20, ,open.softbank.ne.jp,opensoftbank,ebMNuX1FIHg9d3DA,open, , , ,"default,supl,mms"
440,20, ,plus.softbank,plus,softbank,plus,3, , ,"default,supl,mms"
440,20, ,sbm,data,softbank,sbm, , , ,"default,supl"
440,20, ,sbm4glte,data,softbank,sbm4glte, , , ,"default,supl"
440,20, ,smile.world,dna1trop,so2t3k3m2a,smile.world,1, , ,"default,supl,mms"
440,50, ,uno.au-net.ne.jp,685840734641020@uno.au-net.ne.jp,KpyrR6BP,LTE NET,2,IPV4V6,IP,"default,mms,supl,hipri"
440,50, ,au.au-net.ne.jp,user@au.au-net.ne.jp,au,LTE NET for DATA,2,IPV4V6,IP,"default,mms,supl,hipri"
440,50, ,uqmobile.jp,uq@uqmobile.jp,uq,UQ mobile,2, , ,"default,supl,hipri,dun"
440,50, ,mineo.jp,mineo@k-opti.com,mineo,mineo,2, , ,"default,supl,hipri"
450,5, ,web.sktelecom.com, , ,SKT3G, , , ,"default,supl,mms"
450,5, ,roaming.sktelecom.com, , ,SK Telecom (Roaming), , , ,"default,supl,mms"
450,5, ,lte.sktelecom.com, , ,SKT LTE, , , ,"default,supl,mms"
450,6, ,internet.lguplus.co.kr, , ,LG U+ LTE, , , ,"default,supl,mms"
450,8, ,alwayson-r6.ktfwing.com, , ,KT-HSDPA, , , ,"default,supl,mms"
450,8, ,lte.ktfwing.com, , ,KT-LTE, , , ,"default,supl,mms"
452,1, ,m-wap,mms,mms,Mobifone GPRS,1, , ,"default,supl"
452,1, ,m-i090,mms,mms,Mobifone MMS,1, , ,mms
452,2, ,v-internet, , ,Vinaphone GPRS, , , ,"default,supl"
452,2, ,m3-mms, , ,Vinaphone MMS, , , ,mms
452,2, ,m3-mms,mms,mms,Vinaphone MMS, , , ,mms
452,2, ,m3-world,mms,mms,Vinaphone, , , ,"default,supl"
452,4, ,v-wap, , ,Viettel WAP, , , ,"default,supl"
452,4, ,v-mms, , ,Viettel MMS, , , ,mms
452,4, ,v-internet, , ,Viettel 3G, , , ,"default,supl"
452,4, ,v-internet, , ,Viettel, , , ,"default,supl"
452,4, ,v-mms, , ,Viettel MMS, , , ,mms
452,5, ,internet, , ,Vietnamobile GPRS, , , ,"default,supl"
452,5, ,mms, , ,Vietnamobile MMS, , , ,mms
452,5, ,wap, , ,VIETNAMOBILE, , , ,"default,supl"
452,7, ,internet, , ,Beeline GPRS, , , ,"default,supl"
452,7, ,mms,mms,mms,Beeline MMS,1, , ,mms
452,7, ,internet, , ,BeeLine VN, , , ,"default,supl"
452,7, ,MMS,mms,mms,Beeline VN MMS, , , ,mms
452,5, ,mms, , ,VIETNAMOBILE MMS, , , ,mms
452,5, ,wap, , ,VIETNAMOBILE, , , ,"default,supl"
452,7, ,MMS,mms,mms,Beeline VN MMS, , , ,mms
454,0, ,mobile, , ,csl,3, , ,"default,mms,hipri"
454,0, ,lte.internet, , ,csl Tethering, , , ,dun
454,0, ,mobile, , ,csl,3, , ,"default,mms,hipri"
454,0, ,lte.internet, , ,csl Tethering, , , ,dun
454,0, ,cslp1, , ,csl prepaid,3, , ,"default,mms,hipri"
454,0, ,cslp1, , ,csl prepaid,3, , ,"default,mms,hipri"
454,0, ,cslp3, , ,csl prepaid,3, , ,"default,mms,hipri"
454,0, ,globalcall, , ,Global Call,3, , ,"default,mms,hipri"
454,0, ,mobile, , ,1O1O,3, , ,"default,mms,hipri"
454,0, ,SUNMobile, , ,SUN Mobile,3, , ,"default,mms"
454,0, ,SUNMobile, , ,SUN Mobile,3, , ,"default,mms"
454,0, ,mobile, , ,1O1O,3, , ,"default,mms,hipri"
454,0, ,lte.internet, , ,1O1O Tethering, , , ,dun
454,0, ,mobile, , ,1O1O,3, , ,"default,mms,hipri"
454,0, ,lte.internet, , ,1O1O Tethering, , , ,dun
454,0, ,mobile, , ,1O1O,3, , ,"default,mms,hipri"
454,0, ,lte.internet, , ,1O1O Tethering, , , ,dun
454,0, ,SUNMobile, , ,SUN Mobile,3, , ,"default,mms"
454,0, ,SUNMobile, , ,SUN Mobile,3, , ,"default,mms"
454,1, ,internet, , ,New World internet,1, , ,default
454,1, ,MMS, , ,New World MMS,1, , ,mms
454,1, ,wap,wwm,wwm,New World,1, , ,default
454,2, ,mobile, , ,csl,3, , ,"default,mms,hipri"
454,2, ,lte.internet, , ,csl Tethering, , , ,dun
454,2, ,lte.internet, , ,csl Tethering, , , ,dun
454,2, ,mobile, , ,csl,3, , ,"default,mms,hipri"
454,2, ,mobile, , ,1O1O,3, , ,"default,mms,hipri"
454,2, ,mobile, , ,1O1O,3, , ,"default,mms,hipri"
454,2, ,lte.internet, , ,1O1O Tethering, , , ,dun
454,2, ,lte.internet, , ,1O1O Tethering, , , ,dun
454,2, ,SUNMobile, , ,SUN Mobile,3, , ,"default,mms"
454,2, ,SUNMobile, , ,SUN Mobile,3, , ,"default,mms"
454,2, ,globalcall, , ,Global Call,3, , ,"default,mms,hipri"
454,3, ,mobile.three.com.hk, , ,3,1, , ,"default,mms,supl,dun"
454,3, ,mobile.lte.three.com.hk, , ,3 LTE,1, , ,"default,mms"
454,3, ,share.lte.three.com.hk, , ,3 Share,1, , ,dun
454,4, ,mms-g.three.com.hk, , ,3 (2G) MMS, , , ,mms
454,4, ,web-g.three.com.hk, , ,3-DB-GPRS, , , ,"default,supl"
454,6, ,SmarTone, , ,SmarTone,3, , ,"default,supl,mms"
454,7, ,3gnet, , ,3gnet, , , ,"default,supl"
454,7, ,3gwap, , ,3gwap, , , ,"default,supl"
454,9, ,cmnet, , ,SCT, , , ,default
454,10, ,hkcsl, , ,csl,3, , ,"default,mms,hipri"
454,10, ,internet, , ,csl Tethering, , , ,dun
454,10, ,cslp1, , ,csl prepaid,3, , ,"default,mms,hipri"
454,10, ,cslp1, , ,csl prepaid,3, , ,"default,mms,hipri"
454,10, ,cslp3, , ,csl prepaid,3, , ,"default,mms,hipri"
454,12, ,cmhk, , ,CMHK, , , ,"default,supl,mms"
454,13, ,cmhk, , ,CMHK, , , ,"default,supl,mms"
454,14, ,mms-g.three.com.hk, , ,3-DB-MMS, , , ,mms
454,14, ,web-g.three.com.hk, , ,3-DB-GPRS, , , ,"default,supl"
454,15, ,SmarTone, , ,SmarTone HK, , , ,"default,supl,mms"
454,16, ,pccw, , ,PCCW-HKT,1, , ,"default,supl,mms"
454,16, ,pccwdata, , ,PCCW GPRS, , , ,default
454,16, ,pccw, , ,csl,3, , ,"default,mms,hipri"
454,17, ,SmarTone, , ,SmarTone HK, , , ,"default,supl,mms"
454,18, ,mobile, , ,csl,3, , ,"default,mms,hipri"
454,18, ,lte.internet, , ,csl Tethering, , , ,dun
454,18, ,mobile, , ,csl,3, , ,"default,mms,hipri"
454,18, ,lte.internet, , ,csl Tethering, , , ,dun
454,18, ,lte.internet, , ,1O1O Tethering, , , ,dun
454,18, ,mobile, , ,1O1O,3, , ,"default,mms,hipri"
454,18, ,lte.internet, , ,1O1O Tethering, , , ,dun
454,18, ,mobile, , ,1O1O,3, , ,"default,mms,hipri"
454,18, ,SUNMobile, , ,SUN Mobile,3, , ,"default,mms"
454,18, ,SUNMobile, , ,SUN Mobile,3, , ,"default,mms"
454,18, ,globalcall, , ,Global Call,3, , ,"default,mms,hipri"
454,19, ,pccw, , ,PCCW-HKT,1, , ,"default,supl,mms"
454,19, ,pccw, , ,csl,3, , ,"default,mms,hipri"
455,0, ,smartgprs, , ,SmarTone Macau, , , ,"default,supl,mms"
455,0, ,smartgprs, , ,SmarTone MMS, , , ,mms
455,0, ,smartweb, , ,SmarTone, , , ,"default,supl"
455,1, ,ctm-mobile, , ,CTM Data,3, , ,"default,supl"
455,1, ,ctmprepaid, , ,CTM Data (Prepaid),3, , ,"default,mms"
455,1, ,ctmmms, , ,CTM MMS,3, , ,mms
455,1, ,ctm-mobile, , ,CTM, , , ,"default,supl"
455,1, ,ctmmms, , ,CTM MMS, , , ,mms
455,2, ,ctnet,ctnet@mycdma.cn,vnet.mobi,中??信NET?置,3, , ,"default,supl,dun"
455,2, ,ctwap,ctwap@mycdma.cn,vnet.mobi,中??信WAP?置,3, , ,"default,supl,dun,mms"
455,3, ,mobile.three.com.mo, , ,3MACAU,3, , ,"default,mms"
455,3, ,mms.hutchisonmacau.com, , ,Hutchison Macau MMS, , , ,mms
455,3, ,web-g.three.com.hk,hutchison,1234,Hutchison Macau, , , ,"default,supl"
455,4, ,ctm-mobile, , ,CTM, , , ,"default,supl"
455,4, ,ctmmms, , ,CTM MMS, , , ,mms
456,1, ,postpaid,mobitel,mobitel,Mobitel KH, , , ,"default,supl"
456,1, ,cellcard,mobitel,mobitel,Mobitel Cellcard, , , ,"default,supl"
456,1, ,mms,mobitel,mobitel,Mobitel MMS, , , ,mms
456,2, ,smart, , ,Smart, , , ,"default,supl"
456,2, ,mms, , ,Smart MMS, , , ,mms
456,4, ,WAP, , ,qbmore, , , ,"default,supl"
456,4, ,mms, , ,qbmore MMS, , , ,mms
456,5, ,internet, , ,Star-Cell, , , ,"default,supl"
456,8, ,Metfone, , ,Metfone GPRS, , , ,"default,supl"
456,8, ,mms, , ,Metfone MMS, , , ,mms
456,8, ,Metfone, , ,Metfone, , , ,"default,supl"
456,9, ,wap.beeline.com.kh, , ,beeline GPRS, , , ,"default,supl"
456,9, ,mms.beeline.com.kh, , ,beeline MMS, , , ,mms
456,9, ,gprs.beeline.com.kh, , ,Beeline Internet, , , ,"default,supl"
456,9, ,mms.beeline.com.kh, , ,Beeline MMS, , , ,mms
456,18, ,Camshin, , ,Camshin, , , ,"default,mms"
460,0, ,cmnet, , ,中?移?因特网?置,3, , ,"default,supl"
460,0, ,cmwap, , ,中?移?WAP?置,3, , ,"default,supl"
460,0, ,cmwap, , ,中?移?彩信?置,3, , ,mms
460,0, ,cmnet, , ,中?移? GPRS (China Mobile), , , ,"default,supl"
460,0, ,cmwap, , ,中?移? Wap 网? (China Mobile), , , ,
460,0, ,cmwap, , ,中?移?彩信 (China Mobile), , , ,mms
460,0, ,cmnet, , ,China Mobile, , , ,"default,supl"
460,0, ,cmwap, , ,China Mobile MMS, , , ,mms
460,1, ,3gnet, , ,中??通 3g 网? (China Unicom), , , ,"default,supl"
460,1, ,uninet, , ,中??通 GPRS (China Unicom), , , ,"default,supl"
460,1, ,3gwap, , ,中??通 Wap 网? (China Unicom), , , ,
460,1, ,uniwap, , ,中??通 Wap 网? (China Unicom), , , ,
460,1, ,3gwap, , ,中??通 3g 彩信 (China Unicom), , , ,mms
460,1, ,uniwap, , ,中??通彩信 (China Unicom), , , ,mms
460,1, ,3gnet, , ,中??通3g因特网?置,3, , ,"default,supl"
460,1, ,3gwap, , ,中??通3gwap?置,3, , ,"default,supl"
460,1, ,3gwap, , ,中??通3g彩信?置,3, , ,mms
460,1, ,3gnet, , ,China Unicom 3G, , , ,"default,supl"
460,1, ,uniwap, , ,China Unicom MMS, , , ,mms
460,2, ,cmnet, , ,中?移?因特网?置,3, , ,"default,supl"
460,2, ,cmwap, , ,中?移?WAP?置,3, , ,"default,supl"
460,2, ,cmwap, , ,中?移?彩信?置,3, , ,mms
460,2, ,cmnet, , ,中?移? GPRS (China Mobile), , , ,"default,supl"
460,2, ,cmwap, , ,中?移? Wap 网? (China Mobile), , , ,
460,2, ,cmwap, , ,中?移?彩信 (China Mobile), , , ,mms
460,2, ,cmnet, , ,China Mobile, , , ,"default,supl"
460,2, ,cmwap, , ,China Mobile MMS, , , ,mms
460,2, ,cmnet, , ,China Mobile, , , ,"default,supl"
460,2, ,cmwap, , ,China Mobile MMS, , , ,mms
460,3, ,ctnet,ctnet@mycdma.cn,vnet.mobi,中??信互?网?置CTNET,3, , ,"default,supl"
460,3, ,ctwap,ctwap@mycdma.cn,vnet.mobi,中??信WAP?置CTWAP,2, , ,"default,mms,supl"
460,3, ,ctlte, , ,China Telecom, ,IPV4V6,IPV4V6,ia
460,7, ,cmnet, , ,中?移? GPRS (China Mobile), , , ,"default,supl"
460,7, ,cmwap, , ,中?移? Wap 网? (China Mobile), , , ,
460,7, ,cmwap, , ,中?移?彩信 (China Mobile), , , ,mms
460,7, ,cmnet, , ,China-Mobile,3, , ,"default,supl"
460,7, ,hwmobile, , ,HW-KuiKe,3, , ,
460,7, ,cmnet, , ,中?移? (China Mobile) GPRS, , , ,"default,supl"
460,9, ,3gnet, , ,中??通 3g 网? (China Unicom), , , ,"default,net"
460,9, ,uninet, , ,中??通 GPRS (China Unicom), , , ,"default,net"
460,9, ,3gwap, , ,中??通 Wap 网? (China Unicom), , , ,
460,9, ,uniwap, , ,中??通 Wap 网? (China Unicom), , , ,
460,9, ,3gwap, , ,中??通 3g 彩信 (China Unicom), , , ,mms
460,9, ,uniwap, , ,中??通彩信 (China Unicom), , , ,mms
460,9, ,3gnet, , ,China Unicom 3G, , , ,"default,supl"
460,9, ,3gwap, , ,China Unicom wap, , , ,"default, mms"
460,11, ,ctlte,ctlte@mycdma.cn,vnet.mobi,中??信互?网?置CTLTE,3, , ,"default,supl"
460,11, ,ctnet,ctnet@mycdma.cn,vnet.mobi,中??信互?网?置CTNET,3, , ,"default,supl"
460,11, ,ctwap,ctwap@mycdma.cn,vnet.mobi,中??信WAP?置CTWAP,2, , ,"default,mms,supl"
460,11, ,ctlte, , ,China Telecom, ,IPV4V6,IPV4V6,ia
460,12, ,ctnet,ctnet@mycdma.cn,vnet.mobi,中??信互?网?置CTNET,3, , ,"default,supl"
460,12, ,ctwap,ctwap@mycdma.cn,vnet.mobi,中??信WAP?置CTWAP,2, , ,"default,mms,supl"
460,13, ,ctnet,ctnet@mycdma.cn,vnet.mobi,中??信互?网?置CTNET,3, , ,"default,supl,dun"
460,13, ,ctwap,ctwap@mycdma.cn,vnet.mobi,中??信WAP?置CTWAP,3, , ,"default,supl,dun,mms"
460,99, ,ctnet,ctnet@mycdma.cn,vnet.mobi,中??信互?网?置CTNET,3, , ,"default,supl"
460,99, ,ctwap,ctwap@mycdma.cn,vnet.mobi,中??信WAP?置CTWAP,2, , ,"default,mms,supl"
466,1, ,internet, , ,遠?藾睆蘢? ,IP,IP,"default,supl"
466,1, ,fetnet01, , ,遠?v音訊息, ,IP,IP,mms
466,1, ,internet, , ,FarEasTone, ,IP,IP,"default,supl"
466,1, ,fetnet01, , ,遠?q信(Far EasTone) (Fetnet01), ,IP,IP,"default,supl"
466,1, ,fetnet01, , ,FarEasTone MMS, ,IP,IP,mms
466,88, ,internet, , ,KGT, ,IP,IP,"default,supl"
466,88, ,kgtmms, , ,KGT MMS, ,IP,IP,mms
466,89, ,vibo, , ,VIBO-vibo,1,IP,IP,"default,supl"
466,89, ,internet, , ,VIBO-internet,1,IP,IP,"default,supl"
466,89, ,viboone, , ,VIBOONE,1,IP,IP,"default,supl"
466,89, ,vibo, , ,VIBO-MMS,1,IP,IP,mms
466,89, ,aurorawap, , ,震旦電信(AURORA) (MMS), ,IP,IP,mms
466,89, ,auroraweb, , ,震旦電信(AURORA) (Internet), ,IP,IP,"default,supl"
466,89, ,internet, , ,T Star-internet, ,IP,IP,"default,supl"
466,89, ,vibo, , ,威寶電信(VIBO), ,IP,IP,"default,supl,mms"
466,89, ,vibo, , ,Vibo, ,IP,IP,mms
466,89, ,internet, , ,T Star-MMS, ,IP,IP,mms
466,92, ,internet, , ,中?q信 (Internet), ,IP,IP,"default,supl"
466,92, ,emome, , ,中?q信 (emome), ,IP,IP,"default,supl"
466,92, ,emome, , ,中?q信 (MMS), ,IP,IP,mms
466,92, ,emome, , ,中?q信(Chunghwa), ,IP,IP,"default,supl,mms"
466,92, ,emome, , ,CHT MMS, ,IP,IP,mms
466,92, ,internet, , ,CHT, ,IP,IP,"default,supl"
466,93, ,internet,gprs,gprs,Mobitai, ,IP,IP,"default,supl"
466,93, ,gprs1,gprs,gprs,Mobitai MMS, ,IP,IP,mms
466,93, ,mms, , ,台灣大哥大(TW Mobile) (MMS), ,IP,IP,mms
466,93, ,twm, , ,台灣大哥大(TW Mobile) (twm), ,IP,IP,"default,supl"
466,97, ,internet, , ,Internet, ,IP,IP,"default,supl"
466,97, ,twm, , ,台灣大哥大TWM, ,IP,IP,"default,supl"
466,97, ,mms, , ,台灣大哥大MMS, ,IP,IP,mms
466,97, ,internet, , ,Taiwan Mobile Internet, ,IP,IP,"default,supl"
466,97, ,mms, , ,Taiwan Mobile MMS, ,IP,IP,mms
466,97, ,twm, , ,Taiwan Mobile, ,IP,IP,"default,supl"
466,99, ,internet, , ,TransAsia, ,IP,IP,"default,supl"
466,99, ,mms, , ,TransAsia MMS, ,IP,IP,mms
466,99, ,twm, , ,台灣大哥大(TW Mobile) (twm), ,IP,IP,"default,supl"
467,5, ,KL．M, , ,MMS, , , ,mms
467,6, ,KL．M, , ,KL．M, , , ,mms
467,7, ,KL．M, , ,KL．M, , , ,mms
470,1, ,gpinternet, , ,GP-INTERNET, , , ,"default,supl"
470,1, ,gpmms, , ,GP-MMS, , , ,mms
470,1, ,gpwap, , ,GP-WAP, , , ,"default,supl"
470,1, ,gpinternet, , ,Grameenphone, , , ,"default,supl"
470,1, ,gpmms, , ,Grameenphone MMS, , , ,mms
470,1, ,gpinternet, , ,Grameenphone WAP, , , ,"default,supl"
470,1, ,gpinterneth, , ,Grameenphone, , , ,"default,supl"
470,2, ,wap, , ,Robi MMS, , , ,mms
470,2, ,internet, , ,Robi, , , ,"default,supl"
470,2, ,wap, , ,Robi WAP, , , ,"default,supl"
470,3, ,blmms, , ,Banglalink MMS, , , ,mms
470,3, ,blweb, , ,Banglalink, , , ,"default,supl"
470,3, ,blwap, , ,Banglalink WAP, , , ,"default,supl"
470,4, ,wap, , ,Tele Talk, , , ,"default,supl"
470,4, ,wap, , ,Tele Talk WAP, , , ,"default,supl"
470,7, ,internet, , ,Airtel BD, , , ,"default,supl"
470,7, ,mms, , ,Airtel BD MMS, , , ,mms
470,7, ,wap, , ,Airtel BD WAP, , , ,"default,supl"
470,7, ,internet, , ,Warid BD, , , ,"default,supl"
470,7, ,mms, , ,Warid BD MMS, , , ,mms
502,12, ,unet,maxis, ,Maxis 3g Internet, , , ,"default,supl"
502,12, ,unet,maxis, ,Maxis 3G WAP GPRS, , , ,"default,supl"
502,12, ,unet,maxis, ,Maxis 3g MMS, , , ,mms
502,12, ,unet,maxis,wap,Maxis Internet,1, , ,"default,supl,mms"
502,12, ,net,maxis,wap,Maxis 2G Internet, , , ,"default,supl"
502,12, ,net,maxis,wap,Maxis 2G MMS, , , ,mms
502,12, ,unet,maxis,wap,Maxis 3G Internet, , , ,"default,supl"
502,12, ,unet,maxis,wap,Maxis 3G MMS, , , ,mms
502,13, ,celcom, , ,Xpax, , , ,"default,supl"
502,13, ,celcom3g,mms,mms,Xpax MMS, , , ,mms
502,16, ,3gdgnet, , ,DiGi Internet, , , ,"default,supl"
502,16, ,digimms,mms,mms,DiGi MMS, , , ,mms
502,16, ,digiwap,digi, ,DiGi GPRS, , , ,"default,supl"
